rownames,score,unemp,wage,tuition,education,gender_female,gender_male,ethnicity_afam,ethnicity_hispanic,ethnicity_other,fcollege_no,fcollege_yes,mcollege_no,mcollege_yes,home_no,home_yes,urban_no,urban_yes,income_high,income_low,region_other,region_west,target
192,59.90999984741211,5.099999904632568,8.850000381469727,0.8498799800872803,15,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,1
193,51.400001525878906,8.0,9.640000343322754,1.1524200439453125,14,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False,0
194,49.09000015258789,8.0,9.640000343322754,1.1524200439453125,17,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,0
195,57.4900016784668,6.300000190734863,9.640000343322754,1.1524200439453125,17,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
196,45.36000061035156,8.0,9.640000343322754,1.1524200439453125,16,True,False,True,False,False,False,True,False,True,True,False,False,True,True,False,True,False,0
197,44.689998626708984,8.0,9.640000343322754,1.1524200439453125,13,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,0
198,45.84000015258789,8.0,9.640000343322754,1.1524200439453125,12,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False,0
199,55.65999984741211,8.0,9.640000343322754,1.1524200439453125,16,False,True,True,False,False,True,False,True,False,False,True,False,True,False,True,True,False,0
200,35.79999923706055,8.0,9.640000343322754,1.1524200439453125,12,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,0
201,44.2400016784668,8.0,9.640000343322754,1.1524200439453125,14,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False,0
202,51.33000183105469,8.0,9.640000343322754,1.1524200439453125,13,False,True,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,0
203,56.459999084472656,8.0,9.640000343322754,1.1524200439453125,15,False,True,True,False,False,True,False,False,True,True,False,False,True,True,False,True,False,0
204,48.029998779296875,8.0,9.640000343322754,1.1524200439453125,12,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,0
205,63.77000045776367,8.0,9.640000343322754,1.1524200439453125,17,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,True,False,0
206,69.9000015258789,8.0,9.640000343322754,1.1524200439453125,17,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,0
207,66.88999938964844,8.0,9.640000343322754,1.1524200439453125,16,True,False,False,False,True,True,False,True,False,True,False,False,True,False,True,True,False,0
208,68.44000244140625,8.0,9.640000343322754,1.1524200439453125,17,True,False,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False,0
209,54.849998474121094,8.0,9.640000343322754,1.1524200439453125,13,False,True,True,False,False,True,False,True,False,False,True,False,True,False,True,True,False,0
210,62.36000061035156,8.0,9.640000343322754,1.1524200439453125,16,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,1
211,44.040000915527344,8.0,9.640000343322754,1.1524200439453125,12,True,False,False,False,True,True,False,True,False,True,False,False,True,False,True,True,False,1
212,56.93000030517578,8.0,9.640000343322754,1.1524200439453125,16,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,1
213,43.540000915527344,8.0,9.640000343322754,1.1524200439453125,13,False,True,True,False,False,True,False,True,False,False,True,False,True,False,True,True,False,1
214,58.869998931884766,6.0,9.640000343322754,1.1524200439453125,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
215,54.16999816894531,6.0,9.640000343322754,1.1524200439453125,16,True,False,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,1
216,58.72999954223633,6.0,9.640000343322754,1.1524200439453125,16,True,False,False,False,True,False,True,True,False,False,True,True,False,False,True,True,False,1
217,58.84000015258789,6.0,9.640000343322754,1.1524200439453125,16,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,1
218,65.79000091552734,8.0,9.640000343322754,1.1524200439453125,17,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,0
219,42.029998779296875,8.0,9.640000343322754,1.1524200439453125,14,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,0
220,60.43000030517578,8.0,9.640000343322754,1.1524200439453125,16,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,0
221,49.56999969482422,8.0,9.640000343322754,1.1524200439453125,15,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,0
222,51.959999084472656,9.5,9.640000343322754,1.1524200439453125,15,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
223,63.56999969482422,9.5,9.640000343322754,1.1524200439453125,16,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
224,51.689998626708984,9.5,9.640000343322754,1.1524200439453125,15,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,0
225,57.869998931884766,9.5,9.640000343322754,1.1524200439453125,15,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,0
226,49.810001373291016,9.5,9.640000343322754,1.1524200439453125,14,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,0
227,52.4900016784668,9.5,9.640000343322754,1.1524200439453125,14,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
228,43.220001220703125,9.5,9.640000343322754,1.1524200439453125,12,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,0
229,58.529998779296875,8.0,9.640000343322754,1.1524200439453125,14,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True,True,False,0
230,43.630001068115234,8.0,9.640000343322754,1.1524200439453125,12,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,0
231,54.790000915527344,8.0,9.640000343322754,1.1524200439453125,13,True,False,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False,0
232,37.61000061035156,5.300000190734863,9.640000343322754,1.1524200439453125,13,False,True,True,False,False,True,False,False,True,False,True,True,False,True,False,True,False,0
233,62.25,5.300000190734863,9.640000343322754,1.1524200439453125,16,True,False,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,0
234,43.79999923706055,5.300000190734863,9.640000343322754,1.1524200439453125,12,True,False,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,0
235,51.959999084472656,5.300000190734863,9.640000343322754,1.1524200439453125,15,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
236,49.209999084472656,5.300000190734863,9.640000343322754,1.1524200439453125,15,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
237,52.34000015258789,9.800000190734863,9.640000343322754,1.1524200439453125,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
238,62.939998626708984,9.800000190734863,9.640000343322754,1.1524200439453125,16,True,False,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,1
239,55.83000183105469,9.800000190734863,9.640000343322754,1.1524200439453125,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
240,62.119998931884766,9.800000190734863,9.640000343322754,1.1524200439453125,18,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
241,55.540000915527344,9.800000190734863,9.640000343322754,1.1524200439453125,12,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
242,65.12000274658203,9.800000190734863,9.640000343322754,1.1524200439453125,15,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
243,57.849998474121094,9.800000190734863,9.640000343322754,1.1524200439453125,15,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
244,45.540000915527344,9.800000190734863,9.640000343322754,1.1524200439453125,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
245,59.68000030517578,9.800000190734863,9.640000343322754,1.1524200439453125,16,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
246,58.31999969482422,9.800000190734863,9.640000343322754,1.1524200439453125,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
247,56.41999816894531,9.800000190734863,9.640000343322754,1.1524200439453125,16,False,True,False,False,True,False,True,True,False,False,True,True,False,False,True,True,False,1
248,62.20000076293945,9.800000190734863,9.640000343322754,1.1524200439453125,16,False,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,1
249,57.06999969482422,9.800000190734863,9.640000343322754,1.1524200439453125,15,False,True,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,1
250,52.86000061035156,9.800000190734863,9.640000343322754,1.1524200439453125,15,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
251,66.86000061035156,6.300000190734863,9.640000343322754,1.1524200439453125,17,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,1
252,44.599998474121094,10.699999809265137,9.640000343322754,1.1524200439453125,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
253,56.93000030517578,10.699999809265137,9.640000343322754,1.1524200439453125,15,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,0
254,54.119998931884766,10.699999809265137,9.640000343322754,1.1524200439453125,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
255,48.75,10.699999809265137,9.640000343322754,1.1524200439453125,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
256,58.15999984741211,10.699999809265137,9.640000343322754,1.1524200439453125,16,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
257,40.900001525878906,10.699999809265137,9.640000343322754,1.1524200439453125,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
258,60.959999084472656,10.699999809265137,9.640000343322754,1.1524200439453125,17,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,0
259,65.70999908447266,10.699999809265137,9.640000343322754,1.1524200439453125,15,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,0
260,53.72999954223633,10.699999809265137,9.640000343322754,1.1524200439453125,16,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
261,57.529998779296875,10.699999809265137,9.640000343322754,1.1524200439453125,16,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
262,63.119998931884766,10.699999809265137,9.640000343322754,1.1524200439453125,16,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,0
